4.7192,-6.9575,1.8115
4.8855,-6.6981,1.8754
5.0528,-6.4501,1.9396
5.3786,-6.3985,2.0646
5.7135,-6.3374,2.1932
6.0105,-6.2172,2.3072
6.2926,-6.069,2.4155
6.6439,-5.9715,2.5503
7.0183,-5.8734,2.6941
7.364,-5.7309,2.8268
7.3682,-5.3235,2.8284
8.9544,-5.9934,3.4373
10.422,-6.445,4.0005
12.653,-7.2064,4.857
15.716,-8.2107,6.0329
17.876,-8.5252,6.862
18.922,-8.1889,7.2635
19.362,-7.5484,7.4322
19.88,-6.9189,7.6311
19.429,-5.9675,7.4581
19.521,-5.2134,7.4934
19.77,-4.5013,7.5891
19.813,-3.7421,7.6055
19.646,-2.9574,7.5412
19.823,-2.2317,7.6092
19.613,-1.4691,7.5288
19.117,-0.71509,7.3385
20.408,0,7.8339
20.293,0.75906,7.7898
18.831,1.4105,7.2285
20.101,2.263,7.7162
20.015,3.0131,7.6832
18.507,3.4955,7.1044
18.145,4.1312,6.9652
19.34,5.165,7.4239
17.984,5.5238,6.9035
18.61,6.477,7.1438
20.037,7.8117,7.6915
19.666,8.5111,7.5492
18.379,8.7652,7.0552
20.063,10.481,7.7014
18.275,10.408,7.015
17.755,10.98,6.8154
17.473,11.695,6.7074
17.159,12.397,6.5867
17.424,13.56,6.6886
16.803,14.062,6.45
16.091,14.463,6.1768
17.032,16.427,6.5381
14.821,15.331,5.6894
13.781,15.286,5.29
12.744,15.16,4.8918
12.41,15.842,4.7637
10.903,14.949,4.1854
10.81,15.938,4.1497
9.9451,15.793,3.8176
9.3057,15.952,3.5721
8.5703,15.9,3.2898
7.6482,15.407,2.9359
7.3666,16.178,2.8278
6.7552,16.252,2.5931
5.8999,15.642,2.2647
4.9684,14.622,1.9072
4.6967,15.483,1.8029
4.2022,15.697,1.6131
3.8395,16.495,1.4738
3.2881,16.57,1.2622
2.6668,16.2,1.0237
2.201,16.775,0.84489
1.6346,16.658,0.62745
1.0869,16.649,0.41722
0.50338,15.441,0.19323
9.2924e-016,-16.05,3.1996e-016
0.72134,-21.847,0.24838
0.96098,-14.535,0.33089
0.8223,-8.2744,0.28314
1.9739,-14.854,0.67965
2.5892,-15.53,0.89155
3.1434,-15.641,1.0824
3.685,-15.631,1.2689
4.2429,-15.649,1.4609
4.5463,-14.798,1.5654
3.3276,-9.6694,1.1458
3.372,-8.8268,1.1611
3.5035,-8.3224,1.2064
3.7138,-8.0532,1.2788
3.9107,-7.7788,1.3466
4.1556,-7.6124,1.4309
4.324,-7.3187,1.4889
4.5259,-7.0966,1.5584
4.7073,-6.8524,1.6209
4.9014,-6.6351,1.6877
5.0202,-6.3275,1.7286
5.1943,-6.1012,1.7885
5.1822,-5.6756,1.7844
5.584,-5.7031,1.9227
5.8039,-5.527,1.9985
5.9828,-5.3094,2.06
6.1618,-5.0915,2.1217
6.2955,-4.8375,2.1677
6.3494,-4.5295,2.1863
6.527,-4.3135,2.2474
6.7145,-4.1,2.312
6.8708,-3.8638,2.3658
7.2405,-3.7349,2.4931
7.8517,-3.6972,2.7036
9.0209,-3.8547,3.1062
11.204,-4.3129,3.8578
16.573,-5.6952,5.7065
19.587,-5.94,6.7442
20.055,-5.2884,6.9055
19.838,-4.4597,6.8308
19.787,-3.69,6.8132
19.803,-2.9435,6.8188
19.888,-2.2108,6.848
20.043,-1.4823,6.9015
19.986,-0.73812,6.8816
20.092,0,6.9183
19.986,0.73812,6.8816
20.232,1.4963,6.9664
20.358,2.263,7.0099
20.178,2.9992,6.9477
18.036,3.3636,6.2104
17.988,4.0439,6.1939
18.312,4.8288,6.3053
18.541,5.623,6.3843
18.425,6.3318,6.3444
19.325,7.4389,6.6541
20.12,8.5972,6.9277
19.245,9.0621,6.6265
20.107,10.372,6.9234
19.26,10.831,6.6317
17.081,10.43,5.8815
17.609,11.637,6.0631
17.378,12.397,5.9839
17.127,13.161,5.8973
17.45,14.419,6.0084
16.377,14.533,5.6389
17.25,16.427,5.9397
16.174,16.519,5.5691
14.023,15.358,4.8285
13.084,15.368,4.5051
12.508,15.765,4.3068
11.421,15.461,3.9326
10.949,15.938,3.7699
9.5541,14.981,3.2897
9.3846,15.884,3.2314
8.6799,15.9,2.9887
8.0833,16.078,2.7833
7.3447,15.927,2.529
6.2609,14.873,2.1558
5.4724,14.325,1.8843
4.8346,14.048,1.6647
4.4412,14.456,1.5292
4.0422,14.909,1.3918
3.804,16.136,1.3098
3.3301,16.57,1.1467
2.7698,16.614,0.95373
2.2449,16.894,0.77299
1.609,16.191,0.55403
1.1048,16.709,0.3804
0.56526,17.12,0.19463
9.334e-016,-15.94,2.8537e-016
0.71922,-21.537,0.21989
1.0346,-15.472,0.31632
0.82568,-8.2148,0.25244
2.0776,-15.458,0.63518
2.6287,-15.59,0.80369
3.1792,-15.641,0.97199
3.7132,-15.573,1.1352
4.2465,-15.486,1.2983
4.7607,-15.322,1.4555
3.2577,-9.3593,0.99597
3.3352,-8.6321,1.0197
3.5162,-8.2585,1.075
3.7059,-7.9453,1.133
3.9329,-7.7346,1.2024
4.1886,-7.5864,1.2806
4.3582,-7.2932,1.3324
4.5455,-7.0468,1.3897
4.7104,-6.7796,1.4401
4.8808,-6.5326,1.4922
5.0467,-6.2892,1.5429
5.2535,-6.1012,1.6062
5.4274,-5.877,1.6593
5.5858,-5.6406,1.7078
5.7138,-5.3798,1.7469
5.8972,-5.1744,1.803
6.006,-4.9068,1.8362
6.1971,-4.7082,1.8946
6.3504,-4.4791,1.9415
6.5042,-4.25,1.9885
6.5344,-3.945,1.9978
6.6958,-3.7229,2.0471
6.816,-3.4763,2.0839
6.9628,-3.2417,2.1287
7.2441,-3.0605,2.2147
7.5395,-2.8695,2.3051
8.7494,-2.9727,2.675
19.718,-5.9124,6.0284
21.731,-5.6658,6.6439
20.252,-4.5013,6.1915
19.834,-3.657,6.0638
19.944,-2.931,6.0974
19.934,-2.1909,6.0945
20.091,-1.4691,6.1423
19.325,-0.70567,5.9082
20.044,0,6.1281
19.936,0.728,6.0952
20.367,1.4893,6.2269
20.4,2.2421,6.237
20.408,2.9992,6.2393
18.092,3.3358,5.5311
17.67,3.9275,5.4022
17.973,4.686,5.495
17.576,5.2702,5.3736
18.472,6.2761,5.6474
19.276,7.3363,5.8932
19.755,8.3462,6.0397
18.477,8.6025,5.6491
20.027,10.214,6.1228
19.876,11.051,6.0768
18.452,11.14,5.6413
17.558,11.473,5.368
17.664,12.459,5.4004
16.827,12.784,5.1446
17.649,14.419,5.3958
16.402,14.392,5.0147
17.17,16.166,5.2494
16.448,16.609,5.0286
14.449,15.646,4.4174
13.412,15.576,4.1005
12.374,15.42,3.7831
11.357,15.201,3.4722
11.118,16.002,3.3992
10.102,15.661,3.0884
9.5322,15.952,2.9143
8.8841,16.091,2.7161
7.6906,15.125,2.3513
6.9967,15.001,2.1391
5.8539,13.749,1.7897
4.9365,12.777,1.5092
4.1571,11.943,1.271
4.2259,13.6,1.292
3.9144,14.275,1.1967
3.889,16.311,1.189
3.392,16.687,1.037
2.6188,15.53,0.80064
2.2626,16.835,0.69173
1.6863,16.778,0.51557
1.1214,16.769,0.34284
0.53199,15.93,0.16265
8.4046e-016,-14.21,2.252e-016
0.57746,-17.12,0.15473
0.93725,-13.876,0.25114
0.82288,-8.1054,0.22049
2.12,-15.617,0.56805
2.6183,-15.373,0.70157
3.1891,-15.533,0.85453
3.7762,-15.68,1.0118
4.3185,-15.592,1.1571
4.1132,-13.106,1.1021
3.3169,-9.4345,0.88875
3.3145,-8.493,0.88811
3.5438,-8.2402,0.94955
3.7516,-7.9633,1.0052
3.9724,-7.7346,1.0644
4.1825,-7.4998,1.1207
4.3508,-7.2084,1.1658
4.575,-7.0219,1.2259
4.7578,-6.7796,1.2748
4.9537,-6.5641,1.3273
5.0788,-6.2662,1.3609
5.2417,-6.0269,1.4045
5.3813,-5.7691,1.4419
5.5725,-5.5712,1.4932
5.7928,-5.3999,1.5522
5.9195,-5.1423,1.5861
6.036,-4.8822,1.6173
6.2282,-4.6846,1.6688
6.3503,-4.4344,1.7015
6.5286,-4.2235,1.7493
6.6503,-3.975,1.7819
6.7461,-3.7135,1.8076
6.8846,-3.4763,1.8447
6.9799,-3.2173,1.8703
7.1468,-2.9894,1.915
7.4974,-2.8251,2.0089
8.3138,-2.7966,2.2277
17.252,-5.1213,4.6226
22.644,-5.8448,6.0673
20.172,-4.4389,5.405
19.757,-3.6067,5.294
19.599,-2.8517,5.2516
19.77,-2.1512,5.2973
19.657,-1.423,5.267
19.963,-0.72172,5.3491
20.062,0,5.3757
19.181,0.69345,5.1396
20.196,1.4621,5.4116
20.231,2.2014,5.4209
20.422,2.9713,5.472
17.893,3.2663,4.7944
17.696,3.8942,4.7417
17.489,4.5143,4.6861
18.533,5.5017,4.9659
18.336,6.168,4.9132
18.598,7.008,4.9834
20.052,8.3874,5.373
19.563,9.0174,5.2419
20.029,10.113,5.3667
19.769,10.882,5.2972
18.194,10.875,4.8751
18.521,11.981,4.9627
18.29,12.772,4.9008
17.848,13.425,4.7824
16.959,13.717,4.5441
16.567,14.392,4.4392
16.725,15.591,4.4815
16.961,16.957,4.5446
14.668,15.725,3.9302
13.069,15.026,3.5018
12.61,15.558,3.3789
12.132,16.075,3.2506
11.185,15.938,2.997
10.376,15.926,2.7803
8.7324,14.468,2.3398
8.5581,15.346,2.2931
7.5141,14.63,2.0134
6.0932,12.934,1.6327
5.0092,11.648,1.3422
4.6931,12.026,1.2575
4.308,12.254,1.1543
4.152,13.229,1.1125
3.8552,13.919,1.033
3.7108,15.408,0.99431
3.4402,16.756,0.92179
2.8414,16.683,0.76134
2.2773,16.775,0.61019
1.7104,16.847,0.45829
1.1286,16.709,0.30241
0.56869,16.86,0.15238
8.323e-016,-13.95,1.9215e-016
0.71275,-20.947,0.16455
0.87883,-12.899,0.20289
0.85655,-8.3639,0.19775
2.1249,-15.518,0.49058
2.6513,-15.432,0.61211
3.2069,-15.484,0.74037
3.8093,-15.68,0.87944
4.3106,-15.428,0.99518
3.6945,-11.669,0.85293
3.1526,-8.8895,0.72783
3.3106,-8.4096,0.76431
3.547,-8.1762,0.81889
3.7204,-7.8285,0.85891
3.9706,-7.664,0.91668
4.1703,-7.4132,0.96279
4.3734,-7.183,1.0097
4.5877,-6.9805,1.0592
4.7364,-6.6906,1.0935
4.919,-6.4617,1.1356
5.0168,-6.136,1.1582
5.092,-5.804,1.1756
5.4622,-5.8051,1.2611
5.5862,-5.5364,1.2897
5.8,-5.3597,1.339
5.934,-5.1102,1.37
6.1272,-4.913,1.4146
6.2905,-4.6905,1.4523
6.3573,-4.4008,1.4677
6.5361,-4.1917,1.509
6.6747,-3.955,1.541
6.8309,-3.7276,1.577
6.9097,-3.4587,1.5952
7.032,-3.2132,1.6235
7.2003,-2.9856,1.6623
7.4347,-2.7772,1.7164
8.3587,-2.7873,1.9297
15.923,-4.6858,3.676
21.915,-5.6077,5.0595
20.253,-4.4181,4.6758
19.844,-3.591,4.5813
19.51,-2.8141,4.5042
19.507,-2.1042,4.5035
19.741,-1.4168,4.5576
20.04,-0.71823,4.6267
19.965,0,4.6092
19.953,0.71509,4.6064
20.101,1.4426,4.6407
19.943,2.1512,4.6041
20.224,2.9171,4.6691
18.433,3.3358,4.2557
17.222,3.757,3.976
17.018,4.3546,3.9288
16.728,4.9229,3.862
17.802,5.9362,4.1098
18.349,6.8541,4.2362
19.938,8.2676,4.6032
19.547,8.9319,4.5128
19.328,9.6749,4.4622
20.252,11.051,4.6755
19.366,11.475,4.471
18.774,12.04,4.3343
18.636,12.901,4.3024
17.65,13.161,4.0747
17.537,14.062,4.0487
16.876,14.533,3.8962
16.133,14.908,3.7246
16.17,16.026,3.7331
15.08,16.027,3.4816
13.666,15.576,3.1549
12.608,15.42,2.9107
12.022,15.792,2.7754
10.95,15.468,2.5281
10.336,15.727,2.3863
9.0462,14.858,2.0885
7.4539,13.25,1.7209
5.9833,11.549,1.3814
5.3264,11.208,1.2297
4.8786,11.246,1.1263
4.5662,11.599,1.0542
4.179,11.784,0.9648
3.58,11.308,0.82652
3.7922,13.573,0.87551
3.8493,15.845,0.88869
3.4318,16.57,0.79228
2.763,16.082,0.63789
2.3134,16.894,0.5341
1.706,16.658,0.39386
1.1466,16.829,0.26472
0.56958,16.74,0.1315
7.7719e-016,-12.93,1.5107e-016
0.72456,-21.137,0.14084
0.78609,-11.452,0.1528
0.85472,-8.2844,0.16614
2.1326,-15.458,0.41453
2.6608,-15.373,0.51722
3.2308,-15.484,0.628
3.8376,-15.68,0.74596
4.3589,-15.486,0.84729
3.1942,-10.015,0.62088
3.1056,-8.6922,0.60366
3.3426,-8.4281,0.64974
3.5095,-8.0301,0.68218
3.761,-7.8555,0.73106
4.014,-7.6905,0.78024
4.1965,-7.4045,0.81571
4.3903,-7.1575,0.8534
4.5505,-6.8727,0.88454
4.7544,-6.6663,0.92415
4.9194,-6.4144,0.95624
5.1235,-6.2203,0.99592
5.2875,-5.9823,1.0278
5.462,-5.7619,1.0617
5.6278,-5.5364,1.0939
5.7703,-5.2928,1.1216
6.0007,-5.1294,1.1664
6.1419,-4.8884,1.1939
6.242,-4.62,1.2133
6.4047,-4.4008,1.2449
6.5515,-4.1705,1.2735
6.7499,-3.97,1.312
6.8731,-3.7229,1.336
6.9435,-3.45,1.3497
7.0754,-3.2092,1.3753
7.2357,-2.9781,1.4065
7.5086,-2.784,1.4595
8.3649,-2.7688,1.626
16.409,-4.7933,3.1896
23.135,-5.8763,4.4971
20.404,-4.4181,3.9661
19.547,-3.5112,3.7995
19.743,-2.8266,3.8376
19.066,-2.0414,3.7061
19.8,-1.4105,3.8488
19.748,-0.70253,3.8386
19.937,0,3.8753
19.248,0.68473,3.7414
20.065,1.4293,3.9002
18.754,2.008,3.6454
20.559,2.9435,3.9963
18.648,3.3497,3.6248
17.082,3.6987,3.3203
17.011,4.3207,3.3066
17.608,5.1434,3.4226
17.561,5.8126,3.4135
18.172,6.7378,3.5322
19.432,7.9979,3.7771
19.881,9.0174,3.8645
19.754,9.8151,3.8398
20.299,10.995,3.9457
18.762,11.035,3.647
18.822,11.981,3.6586
18.311,12.582,3.5592
17.956,13.29,3.4903
17.404,13.852,3.3831
16.13,13.788,3.1353
16.333,14.982,3.1749
17.236,16.957,3.3504
15.574,16.43,3.0274
13.399,15.16,2.6046
12.815,15.558,2.491
12.329,16.075,2.3965
11.176,15.671,2.1724
10.413,15.727,2.0241
8.068,13.153,1.5683
6.5671,11.587,1.2765
5.6408,10.807,1.0965
5.1294,10.714,0.99705
4.5915,10.506,0.8925
4.4642,11.256,0.86775
4.1766,11.69,0.81184
3.9434,12.364,0.76652
3.8205,13.573,0.74263
3.5622,14.554,0.69241
3.4696,16.629,0.67441
2.8978,16.742,0.56327
2.3225,16.835,0.45144
1.7064,16.539,0.33168
1.1264,16.41,0.21895
0.57794,16.86,0.11234
8.1404e-016,-13.46,1.2893e-016
0.73248,-21.237,0.11601
0.87569,-12.679,0.1387
0.83316,-8.0258,0.13196
2.1609,-15.567,0.34225
2.6773,-15.373,0.42404
3.2733,-15.592,0.51844
3.8207,-15.515,0.60514
4.1381,-14.611,0.65541
3.0338,-9.4535,0.48051
3.1011,-8.6264,0.49116
3.3152,-8.3076,0.52507
3.491,-7.9387,0.55292
3.7366,-7.7566,0.59181
3.9553,-7.5315,0.62646
4.1829,-7.3352,0.6625
4.3913,-7.1151,0.69551
4.5455,-6.823,0.71994
4.7431,-6.6097,0.75123
4.8951,-6.3435,0.7753
5.1234,-6.182,0.81147
5.1616,-5.804,0.81751
5.4957,-5.7619,0.87043
5.6199,-5.4947,0.89011
5.8059,-5.2928,0.91956
5.9999,-5.0973,0.9503
6.1564,-4.8699,0.97508
6.3046,-4.6376,0.99854
6.4278,-4.3897,1.0181
6.5585,-4.1493,1.0388
6.7232,-3.93,1.0648
6.5755,-3.5398,1.0415
7.0042,-3.4587,1.1094
7.1552,-3.2254,1.1333
7.1888,-2.9407,1.1386
7.5271,-2.7738,1.1922
9.0553,-2.9789,1.4342
18.314,-5.317,2.9007
23.278,-5.8763,3.6869
19.882,-4.2788,3.1491
19.755,-3.5268,3.1289
19.689,-2.8016,3.1184
19.606,-2.0864,3.1053
19.578,-1.3861,3.1008
19.613,-0.69345,3.1065
20.06,0,3.1772
19.87,0.70253,3.1471
20.011,1.4168,3.1694
19.862,2.1136,3.1458
20.129,2.8642,3.1881
18.685,3.3358,2.9595
17.052,3.6696,2.7007
16.79,4.2385,2.6593
17.023,4.9422,2.6962
16.842,5.5407,2.6676
16.771,6.1803,2.6563
18.682,7.642,2.9589
19.535,8.8058,3.094
19.308,9.5346,3.0581
20.119,10.831,3.1865
19.34,11.305,3.0631
18.754,11.865,2.9703
18.514,12.643,2.9323
17.803,13.096,2.8197
16.539,13.083,2.6195
17.107,14.533,2.7095
15.964,14.554,2.5285
16.988,16.609,2.6906
15.904,16.674,2.5189
14.242,16.015,2.2557
12.951,15.627,2.0513
12.46,16.146,1.9734
11.292,15.735,1.7884
10.306,15.47,1.6323
7.2595,11.762,1.1498
5.9508,10.436,0.94252
5.3325,10.154,0.84458
5.0052,10.39,0.79274
4.5195,10.277,0.71581
4.4584,11.173,0.70615
4.1449,11.53,0.65649
3.925,12.231,0.62166
3.7189,13.131,0.58901
3.4814,14.137,0.5514
3.491,16.629,0.55292
2.9054,16.683,0.46017
2.3368,16.835,0.37011
1.6921,16.3,0.26801
1.1623,16.829,0.18409
0.57737,16.74,0.091446
7.834e-016,-12.89,9.619e-017
0.70353,-20.298,0.086382
0.78099,-11.253,0.095893
0.85074,-8.1551,0.10446
2.1342,-15.3,0.26205
2.7094,-15.481,0.33267
3.2997,-15.641,0.40516
3.8539,-15.573,0.4732
4.0381,-14.188,0.49581
3.0733,-9.5296,0.37735
3.0994,-8.5794,0.38055
3.3017,-8.2334,0.4054
3.5243,-7.9753,0.43273
3.768,-7.7836,0.46265
3.9887,-7.558,0.48975
4.1935,-7.3179,0.5149
4.3655,-7.0388,0.53602
4.5568,-6.8064,0.5595
4.7489,-6.5854,0.58309
4.9741,-6.4144,0.61075
5.1486,-6.182,0.63217
5.2799,-5.908,0.64829
5.4952,-5.7331,0.67472
5.6618,-5.5086,0.69519
5.8566,-5.3129,0.7191
6.0295,-5.0973,0.74032
6.1241,-4.8206,0.75195
6.2794,-4.5965,0.77101
6.443,-4.3785,0.7911
6.5907,-4.1493,0.80924
6.782,-3.945,0.83273
6.8795,-3.6854,0.84469
6.9851,-3.4324,0.85766
7.1541,-3.2092,0.87842
7.2425,-2.9482,0.88927
7.5268,-2.7601,0.92417
8.5429,-2.7966,1.0489
17.107,-4.9422,2.1005
23.027,-5.7844,2.8273
20.534,-4.3973,2.5212
19.588,-3.4799,2.4052
19.53,-2.7654,2.398
19.703,-2.0864,2.4192
19.931,-1.4042,2.4473
19.71,-0.69345,2.4201
18.977,0,2.3301
20.146,0.70881,2.4737
20.199,1.423,2.4801
19.959,2.1136,2.4507
19.874,2.8141,2.4402
18.464,3.2802,2.2671
16.757,3.5886,2.0575
16.555,4.1586,2.0327
16.716,4.8292,2.0524
16.661,5.4541,2.0457
17.189,6.3034,2.1106
18.442,7.5071,2.2644
19.722,8.8465,2.4215
19.403,9.5346,2.3824
20.113,10.774,2.4695
19.435,11.305,2.3863
18.939,11.923,2.3254
18.605,12.643,2.2844
17.802,13.031,2.1858
17.598,13.852,2.1608
17.108,14.463,2.1005
15.969,14.487,1.9608
16.893,16.436,2.0742
15.513,16.185,1.9048
14.246,15.94,1.7492
13.13,15.765,1.6122
12.521,16.146,1.5374
11.207,15.541,1.3761
9.9127,14.807,1.2171
7.1006,11.449,0.87184
5.722,9.9853,0.70258
5.3074,10.057,0.65167
4.921,10.165,0.60423
4.5215,10.232,0.55517
4.432,11.052,0.54418
4.1891,11.596,0.51435
3.8891,12.059,0.47752
3.863,13.573,0.47432
3.5321,14.273,0.43369
3.4958,16.57,0.42923
2.93,16.742,0.35976
2.34,16.775,0.28732
1.7005,16.3,0.20879
1.1639,16.769,0.1429
0.57813,16.68,0.070986
7.9299e-016,-13,6.9378e-017
0.7155,-20.567,0.062598
0.90616,-13.008,0.079279
0.857,-8.1849,0.074977
2.1573,-15.409,0.18874
2.7107,-15.432,0.23716
3.2891,-15.533,0.28776
3.8536,-15.515,0.33715
3.685,-12.9,0.32239
2.943,-9.0921,0.25748
3.0801,-8.4948,0.26947
3.3064,-8.2148,0.28927
3.5414,-7.9844,0.30983
3.8037,-7.8285,0.33278
3.966,-7.4874,0.34698
4.1442,-7.2053,0.36257
4.3605,-7.0049,0.38149
4.6069,-6.8561,0.40305
4.7839,-6.6097,0.41854
4.9127,-6.312,0.4298
5.1291,-6.136,0.44874
5.3127,-5.9229,0.4648
5.5223,-5.7403,0.48314
5.6827,-5.5086,0.49717
5.7893,-5.2326,0.5065
5.9753,-5.033,0.52277
6.1466,-4.8206,0.53776
6.3589,-4.6376,0.55633
6.4914,-4.3953,0.56793
6.6065,-4.144,0.57799
6.7724,-3.925,0.59251
6.852,-3.6572,0.59947
7.0108,-3.4324,0.61336
7.2259,-3.2295,0.63219
7.2322,-2.9332,0.63274
7.5919,-2.7738,0.66421
8.7638,-2.8584,0.76673
19.621,-5.6478,1.7166
23.111,-5.7844,2.022
20.054,-4.2788,1.7545
19.582,-3.466,1.7132
19.513,-2.7528,1.7072
19.518,-2.0592,1.7076
19.408,-1.3623,1.698
19.693,-0.69031,1.7229
18.738,0,1.6394
19.782,0.69345,1.7307
19.657,1.3798,1.7197
18.408,1.9421,1.6105
15.942,2.249,1.3947
14.667,2.596,1.2832
13.759,2.9357,1.2037
14.644,3.6651,1.2812
16.279,4.6858,1.4243
16.789,5.4758,1.4688
17.122,6.2555,1.4979
18.039,7.3161,1.5782
19.166,8.5659,1.6768
19.295,9.4469,1.6881
19.043,10.164,1.6661
19.317,11.195,1.69
19.008,11.923,1.663
18.492,12.52,1.6178
17.529,12.784,1.5336
17.749,13.92,1.5528
17.003,14.321,1.4875
16.102,14.554,1.4087
16.446,15.942,1.4388
15.723,16.343,1.3755
