Pos,Raw,Dist
80.50,237,19.37
81.00,258,17.79
81.50,265,17.32
82.00,279,16.45
82.50,280,16.39
83.00,295,15.56
83.50,298,15.40
84.00,305,15.05
84.50,308,14.90
85.00,312,14.71
85.50,310,14.81
86.00,311,14.76
86.50,317,14.48
87.00,315,14.57
87.50,314,14.62
88.00,317,14.48
88.50,305,15.05
89.00,297,15.45
89.50,296,15.51
90.00,284,16.16
90.50,283,16.22
91.00,281,16.33
91.50,280,16.39
92.00,283,16.22
92.50,288,15.94
93.00,283,16.22
93.50,283,16.22
94.00,284,16.16
94.50,283,16.22
95.00,279,16.45
95.50,278,16.51
96.00,267,17.19
96.50,266,17.26
97.00,267,17.19
97.50,264,17.39
98.00,272,16.87
98.50,269,17.06
99.00,280,16.39
99.50,270,17.00
100.00,265,17.32
100.50,260,17.65
101.00,260,17.65
101.50,259,17.72
102.00,250,18.36
102.50,239,19.21
103.00,230,19.96
103.50,222,20.68
104.00,217,21.15
104.50,218,21.06
105.00,218,21.06
105.50,217,21.15
106.00,218,21.06
106.50,219,20.96
107.00,218,21.06
107.50,214,21.45
108.00,228,20.13
108.50,212,21.65
109.00,208,22.07
109.50,209,21.96
110.00,211,21.75
110.50,212,21.65
111.00,214,21.45
111.50,214,21.45
112.00,215,21.35
112.50,216,21.25
113.00,215,21.35
113.50,214,21.45
114.00,219,20.96
114.50,218,21.06
115.00,222,20.68
115.50,217,21.15
116.00,217,21.15
116.50,216,21.25
117.00,218,21.06
117.50,217,21.15
118.00,219,20.96
118.50,220,20.86
119.00,218,21.06
119.50,220,20.86
120.00,221,20.77
120.50,220,20.86
121.00,218,21.06
121.50,220,20.86
122.00,229,20.04
122.50,219,20.96
123.00,220,20.86
123.50,221,20.77
124.00,221,20.77
124.50,222,20.68
125.00,223,20.58
125.50,218,21.06
126.00,210,21.86
126.50,206,22.28
127.00,201,22.84
127.50,199,23.07
128.00,210,21.86
128.50,216,21.25
129.00,227,20.22
129.50,229,20.04
130.00,234,19.62
130.50,235,19.53
131.00,238,19.29
131.50,242,18.97
132.00,247,18.58
132.50,244,18.81
133.00,248,18.51
133.50,250,18.36
134.00,248,18.51
134.50,246,18.66
135.00,243,18.89
135.50,243,18.89
136.00,252,18.21
136.50,254,18.07
137.00,264,17.39
137.50,263,17.45
138.00,285,16.11
138.50,283,16.22
139.00,364,12.61
139.50,389,11.80
140.00,426,10.77
140.50,431,10.65
141.00,434,10.58
141.50,436,10.53
142.00,442,10.38
142.50,444,10.34
143.00,449,10.22
143.50,450,10.20
144.00,453,10.13
144.50,452,10.15
145.00,452,10.15
145.50,459,10.00
146.00,456,10.07
146.50,459,10.00
147.00,460,9.98
147.50,461,9.96
148.00,458,10.02
148.50,460,9.98
149.00,456,10.07
149.50,456,10.07
150.00,454,10.11
150.50,449,10.22
151.00,444,10.34
151.50,446,10.29
152.00,448,10.25
152.50,445,10.31
153.00,440,10.43
153.50,442,10.38
154.00,434,10.58
154.50,435,10.55
155.00,431,10.65
155.50,431,10.65
156.00,424,10.83
156.50,424,10.83
157.00,411,11.17
157.50,408,11.25
158.00,385,11.92
158.50,384,11.95
159.00,366,12.54
159.50,358,12.82
160.00,360,12.75
160.50,354,12.97
161.00,321,14.30
161.50,321,14.30
162.00,307,14.95
162.50,308,14.90
163.00,308,14.90
163.50,307,14.95
164.00,302,15.20
164.50,302,15.20
165.00,307,14.95
165.50,302,15.20
166.00,302,15.20
166.50,307,14.95
167.00,307,14.95
167.50,307,14.95
168.00,308,14.90
168.50,307,14.95
169.00,306,15.00
169.50,308,14.90
170.00,327,14.04
170.50,306,15.00
171.00,305,15.05
171.50,308,14.90
172.00,306,15.00
172.50,307,14.95
173.00,308,14.90
173.50,305,15.05
174.00,309,14.85
174.50,307,14.95
175.00,310,14.81
175.50,306,15.00
176.00,308,14.90
176.50,343,13.38
177.00,338,13.58
177.50,314,14.62
178.00,327,14.04
178.50,310,14.81
179.00,316,14.53
179.50,323,14.21
