Tilt,Pan,Raw,Dist
67.00,114.00,217,21.15
67.00,116.00,218,21.06
67.00,118.00,216,21.25
67.00,120.00,222,20.68
67.00,122.00,211,21.75
67.00,124.00,207,22.17
67.00,126.00,215,21.35
67.00,128.00,198,23.18
67.00,130.00,218,21.06
67.00,132.00,231,19.87
67.00,134.00,240,19.12
67.00,136.00,239,19.21
67.00,138.00,250,18.36
67.00,140.00,265,17.32
67.00,142.00,261,17.59
67.00,144.00,264,17.39
67.00,146.00,268,17.13
67.00,148.00,288,15.94
67.00,150.00,283,16.22
67.00,152.00,297,15.45
67.00,154.00,327,14.04
67.00,156.00,339,13.54
67.00,158.00,367,12.51
67.00,160.00,322,14.25
67.00,162.00,304,15.10
67.00,164.00,295,15.56
67.00,166.00,307,14.95
67.00,168.00,299,15.35
67.00,170.00,301,15.25
67.00,172.00,300,15.30
67.00,174.00,299,15.35
67.00,176.00,328,13.99
67.00,178.00,334,13.74
69.00,0.00,344,13.34
69.00,2.00,216,21.25
69.00,4.00,227,20.22
69.00,6.00,543,8.45
69.00,8.00,261,17.59
69.00,10.00,259,17.72
69.00,12.00,304,15.10
69.00,14.00,428,10.72
69.00,16.00,455,10.09
69.00,18.00,470,9.77
69.00,20.00,480,9.56
69.00,22.00,498,9.22
69.00,24.00,509,9.02
69.00,26.00,514,8.93
69.00,28.00,519,8.84
69.00,30.00,530,8.66
69.00,32.00,538,8.53
69.00,34.00,542,8.47
69.00,36.00,545,8.42
69.00,38.00,551,8.33
69.00,40.00,559,8.21
69.00,42.00,555,8.27
69.00,44.00,560,8.20
69.00,46.00,568,8.08
69.00,48.00,566,8.11
69.00,50.00,556,8.26
69.00,52.00,553,8.30
69.00,54.00,520,8.83
69.00,56.00,413,11.11
69.00,58.00,246,18.66
69.00,60.00,199,23.07
69.00,62.00,207,22.17
69.00,64.00,210,21.86
69.00,66.00,216,21.25
69.00,68.00,214,21.45
69.00,70.00,219,20.96
69.00,72.00,219,20.96
69.00,74.00,222,20.68
69.00,76.00,220,20.86
69.00,78.00,222,20.68
69.00,80.00,220,20.86
69.00,82.00,223,20.58
69.00,84.00,223,20.58
69.00,86.00,222,20.68
69.00,88.00,232,19.78
69.00,90.00,218,21.06
69.00,92.00,237,19.37
69.00,94.00,253,18.14
69.00,96.00,255,18.00
69.00,98.00,242,18.97
69.00,100.00,246,18.66
69.00,102.00,239,19.21
69.00,104.00,221,20.77
69.00,106.00,206,22.28
69.00,108.00,222,20.68
69.00,110.00,203,22.61
69.00,112.00,206,22.28
69.00,114.00,213,21.55
69.00,116.00,225,20.40
69.00,118.00,214,21.45
69.00,120.00,209,21.96
69.00,122.00,207,22.17
69.00,124.00,212,21.65
69.00,126.00,230,19.96
69.00,128.00,192,23.91
69.00,130.00,215,21.35
69.00,132.00,230,19.96
69.00,134.00,243,18.89
69.00,136.00,240,19.12
69.00,138.00,258,17.79
69.00,140.00,259,17.72
69.00,142.00,262,17.52
69.00,144.00,267,17.19
69.00,146.00,274,16.75
69.00,148.00,289,15.88
69.00,150.00,315,14.57
69.00,152.00,361,12.71
69.00,154.00,375,12.24
69.00,156.00,382,12.02
69.00,158.00,367,12.51
69.00,160.00,339,13.54
69.00,162.00,318,14.43
69.00,164.00,309,14.85
69.00,166.00,301,15.25
69.00,168.00,301,15.25
69.00,170.00,313,14.66
69.00,172.00,322,14.25
69.00,174.00,306,15.00
69.00,176.00,303,15.15
69.00,178.00,299,15.35
71.00,0.00,346,13.27
71.00,2.00,218,21.06
71.00,4.00,235,19.53
71.00,6.00,546,8.41
71.00,8.00,298,15.40
71.00,10.00,273,16.81
71.00,12.00,339,13.54
71.00,14.00,443,10.36
71.00,16.00,466,9.85
71.00,18.00,494,9.29
71.00,20.00,484,9.48
71.00,22.00,505,9.09
71.00,24.00,514,8.93
71.00,26.00,518,8.86
71.00,28.00,524,8.76
71.00,30.00,537,8.55
71.00,32.00,546,8.41
71.00,34.00,545,8.42
71.00,36.00,550,8.35
71.00,38.00,555,8.27
71.00,40.00,558,8.23
71.00,42.00,560,8.20
71.00,44.00,565,8.12
71.00,46.00,590,7.78
71.00,48.00,568,8.08
71.00,50.00,563,8.15
71.00,52.00,553,8.30
71.00,54.00,517,8.88
71.00,56.00,440,10.43
71.00,58.00,396,11.59
71.00,60.00,223,20.58
71.00,62.00,210,21.86
71.00,64.00,209,21.96
71.00,66.00,214,21.45
71.00,68.00,219,20.96
71.00,70.00,222,20.68
71.00,72.00,222,20.68
71.00,74.00,224,20.49
71.00,76.00,228,20.13
71.00,78.00,226,20.31
71.00,80.00,227,20.22
71.00,82.00,228,20.13
71.00,84.00,225,20.40
71.00,86.00,228,20.13
71.00,88.00,226,20.31
71.00,90.00,224,20.49
71.00,92.00,240,19.12
71.00,94.00,259,17.72
71.00,96.00,261,17.59
71.00,98.00,250,18.36
71.00,100.00,250,18.36
71.00,102.00,244,18.81
71.00,104.00,232,19.78
71.00,106.00,212,21.65
71.00,108.00,214,21.45
71.00,110.00,207,22.17
71.00,112.00,203,22.61
71.00,114.00,208,22.07
71.00,116.00,213,21.55
71.00,118.00,212,21.65
71.00,120.00,219,20.96
71.00,122.00,212,21.65
71.00,124.00,212,21.65
71.00,126.00,218,21.06
71.00,128.00,201,22.84
71.00,130.00,221,20.77
71.00,132.00,232,19.78
71.00,134.00,241,19.05
71.00,136.00,242,18.97
71.00,138.00,253,18.14
71.00,140.00,258,17.79
71.00,142.00,263,17.45
71.00,144.00,274,16.75
71.00,146.00,304,15.10
71.00,148.00,371,12.37
71.00,150.00,388,11.83
71.00,152.00,397,11.56
71.00,154.00,411,11.17
71.00,156.00,420,10.93
71.00,158.00,384,11.95
71.00,160.00,345,13.30
71.00,162.00,316,14.53
71.00,164.00,303,15.15
71.00,166.00,311,14.76
71.00,168.00,298,15.40
71.00,170.00,298,15.40
71.00,172.00,301,15.25
71.00,174.00,300,15.30
71.00,176.00,339,13.54
71.00,178.00,327,14.04
73.00,0.00,360,12.75
73.00,2.00,217,21.15
73.00,4.00,234,19.62
73.00,6.00,556,8.26
73.00,8.00,264,17.39
73.00,10.00,257,17.86
73.00,12.00,344,13.34
73.00,14.00,443,10.36
73.00,16.00,463,9.91
73.00,18.00,476,9.64
73.00,20.00,493,9.31
73.00,22.00,502,9.14
73.00,24.00,514,8.93
73.00,26.00,525,8.74
73.00,28.00,528,8.69
73.00,30.00,539,8.52
73.00,32.00,544,8.44
73.00,34.00,546,8.41
73.00,36.00,554,8.29
73.00,38.00,559,8.21
73.00,40.00,562,8.17
73.00,42.00,561,8.18
73.00,44.00,568,8.08
73.00,46.00,569,8.07
73.00,48.00,568,8.08
73.00,50.00,563,8.15
73.00,52.00,547,8.39
73.00,54.00,503,9.13
73.00,56.00,454,10.11
73.00,58.00,435,10.55
73.00,60.00,271,16.94
73.00,62.00,220,20.86
73.00,64.00,216,21.25
73.00,66.00,218,21.06
73.00,68.00,218,21.06
73.00,70.00,221,20.77
73.00,72.00,225,20.40
73.00,74.00,227,20.22
73.00,76.00,227,20.22
73.00,78.00,227,20.22
73.00,80.00,229,20.04
73.00,82.00,232,19.78
73.00,84.00,227,20.22
73.00,86.00,228,20.13
73.00,88.00,229,20.04
73.00,90.00,229,20.04
73.00,92.00,237,19.37
73.00,94.00,265,17.32
73.00,96.00,269,17.06
73.00,98.00,264,17.39
73.00,100.00,255,18.00
73.00,102.00,252,18.21
73.00,104.00,238,19.29
73.00,106.00,212,21.65
73.00,108.00,213,21.55
73.00,110.00,209,21.96
73.00,112.00,206,22.28
73.00,114.00,211,21.75
73.00,116.00,212,21.65
73.00,118.00,213,21.55
73.00,120.00,215,21.35
73.00,122.00,214,21.45
73.00,124.00,223,20.58
73.00,126.00,220,20.86
73.00,128.00,210,21.86
73.00,130.00,208,22.07
73.00,132.00,229,20.04
73.00,134.00,243,18.89
73.00,136.00,250,18.36
73.00,138.00,250,18.36
73.00,140.00,259,17.72
73.00,142.00,291,15.77
73.00,144.00,347,13.23
73.00,146.00,381,12.05
73.00,148.00,410,11.20
73.00,150.00,431,10.65
73.00,152.00,425,10.80
73.00,154.00,441,10.41
73.00,156.00,420,10.93
73.00,158.00,405,11.33
73.00,160.00,372,12.34
73.00,162.00,357,12.86
73.00,164.00,301,15.25
73.00,166.00,298,15.40
73.00,168.00,300,15.30
73.00,170.00,315,14.57
73.00,172.00,300,15.30
73.00,174.00,306,15.00
73.00,176.00,304,15.10
73.00,178.00,304,15.10
75.00,0.00,342,13.42
75.00,2.00,223,20.58
75.00,4.00,238,19.29
75.00,6.00,562,8.17
75.00,8.00,284,16.16
75.00,10.00,258,17.79
75.00,12.00,392,11.71
75.00,14.00,453,10.13
75.00,16.00,465,9.87
75.00,18.00,483,9.50
75.00,20.00,495,9.27
75.00,22.00,506,9.07
75.00,24.00,518,8.86
75.00,26.00,523,8.78
75.00,28.00,533,8.61
75.00,30.00,539,8.52
75.00,32.00,548,8.38
75.00,34.00,548,8.38
75.00,36.00,577,7.95
75.00,38.00,558,8.23
75.00,40.00,563,8.15
75.00,42.00,561,8.18
75.00,44.00,564,8.14
75.00,46.00,594,7.73
75.00,48.00,583,7.87
75.00,50.00,562,8.17
75.00,52.00,536,8.56
75.00,54.00,505,9.09
75.00,56.00,477,9.62
75.00,58.00,428,10.72
75.00,60.00,298,15.40
75.00,62.00,220,20.86
75.00,64.00,217,21.15
75.00,66.00,216,21.25
75.00,68.00,222,20.68
75.00,70.00,225,20.40
75.00,72.00,227,20.22
75.00,74.00,225,20.40
75.00,76.00,230,19.96
75.00,78.00,231,19.87
75.00,80.00,230,19.96
75.00,82.00,231,19.87
75.00,84.00,230,19.96
75.00,86.00,230,19.96
75.00,88.00,229,20.04
75.00,90.00,226,20.31
75.00,92.00,242,18.97
75.00,94.00,269,17.06
75.00,96.00,267,17.19
75.00,98.00,268,17.13
75.00,100.00,255,18.00
75.00,102.00,257,17.86
75.00,104.00,243,18.89
75.00,106.00,218,21.06
75.00,108.00,215,21.35
75.00,110.00,213,21.55
75.00,112.00,220,20.86
75.00,114.00,212,21.65
75.00,116.00,211,21.75
75.00,118.00,212,21.65
75.00,120.00,213,21.55
75.00,122.00,213,21.55
75.00,124.00,215,21.35
75.00,126.00,218,21.06
75.00,128.00,211,21.75
75.00,130.00,205,22.39
75.00,132.00,228,20.13
75.00,134.00,237,19.37
75.00,136.00,244,18.81
75.00,138.00,248,18.51
75.00,140.00,257,17.86
75.00,142.00,328,13.99
75.00,144.00,390,11.77
75.00,146.00,419,10.95
75.00,148.00,444,10.34
75.00,150.00,437,10.50
75.00,152.00,432,10.63
75.00,154.00,429,10.70
75.00,156.00,441,10.41
75.00,158.00,413,11.11
75.00,160.00,377,12.18
75.00,162.00,352,13.04
75.00,164.00,302,15.20
75.00,166.00,318,14.43
75.00,168.00,297,15.45
75.00,170.00,298,15.40
75.00,172.00,300,15.30
75.00,174.00,323,14.21
75.00,176.00,323,14.21
75.00,178.00,334,13.74
77.00,0.00,403,11.39
77.00,2.00,219,20.96
77.00,4.00,230,19.96
77.00,6.00,541,8.48
77.00,8.00,262,17.52
77.00,10.00,265,17.32
77.00,12.00,393,11.68
77.00,14.00,453,10.13
77.00,16.00,469,9.79
77.00,18.00,478,9.60
77.00,20.00,499,9.20
77.00,22.00,509,9.02
77.00,24.00,518,8.86
77.00,26.00,529,8.68
77.00,28.00,537,8.55
77.00,30.00,549,8.36
77.00,32.00,547,8.39
77.00,34.00,555,8.27
77.00,36.00,558,8.23
77.00,38.00,558,8.23
77.00,40.00,588,7.81
77.00,42.00,566,8.11
77.00,44.00,567,8.10
77.00,46.00,574,8.00
77.00,48.00,575,7.98
77.00,50.00,566,8.11
77.00,52.00,533,8.61
77.00,54.00,501,9.16
77.00,56.00,457,10.04
77.00,58.00,428,10.72
77.00,60.00,335,13.70
77.00,62.00,228,20.13
77.00,64.00,218,21.06
77.00,66.00,221,20.77
77.00,68.00,225,20.40
77.00,70.00,229,20.04
77.00,72.00,232,19.78
77.00,74.00,230,19.96
77.00,76.00,232,19.78
77.00,78.00,231,19.87
77.00,80.00,229,20.04
77.00,82.00,236,19.45
77.00,84.00,233,19.70
77.00,86.00,232,19.78
77.00,88.00,233,19.70
77.00,90.00,230,19.96
77.00,92.00,248,18.51
77.00,94.00,273,16.81
77.00,96.00,279,16.45
77.00,98.00,278,16.51
77.00,100.00,259,17.72
77.00,102.00,263,17.45
77.00,104.00,253,18.14
77.00,106.00,227,20.22
77.00,108.00,216,21.25
77.00,110.00,215,21.35
77.00,112.00,210,21.86
77.00,114.00,214,21.45
77.00,116.00,224,20.49
77.00,118.00,218,21.06
77.00,120.00,218,21.06
77.00,122.00,219,20.96
77.00,124.00,232,19.78
77.00,126.00,221,20.77
77.00,128.00,218,21.06
77.00,130.00,205,22.39
77.00,132.00,224,20.49
77.00,134.00,242,18.97
77.00,136.00,249,18.43
77.00,138.00,246,18.66
77.00,140.00,260,17.65
77.00,142.00,382,12.02
77.00,144.00,433,10.60
77.00,146.00,447,10.27
77.00,148.00,454,10.11
77.00,150.00,453,10.13
77.00,152.00,451,10.18
77.00,154.00,440,10.43
77.00,156.00,430,10.67
77.00,158.00,420,10.93
77.00,160.00,399,11.50
77.00,162.00,372,12.34
77.00,164.00,306,15.00
77.00,166.00,302,15.20
77.00,168.00,297,15.45
77.00,170.00,314,14.62
77.00,172.00,298,15.40
77.00,174.00,299,15.35
77.00,176.00,299,15.35
77.00,178.00,308,14.90
79.00,0.00,399,11.50
79.00,2.00,221,20.77
79.00,4.00,236,19.45
79.00,6.00,556,8.26
79.00,8.00,270,17.00
79.00,10.00,294,15.61
79.00,12.00,416,11.03
79.00,14.00,460,9.98
79.00,16.00,476,9.64
79.00,18.00,484,9.48
79.00,20.00,498,9.22
79.00,22.00,514,8.93
79.00,24.00,525,8.74
79.00,26.00,530,8.66
79.00,28.00,538,8.53
79.00,30.00,545,8.42
79.00,32.00,547,8.39
79.00,34.00,557,8.24
79.00,36.00,558,8.23
79.00,38.00,562,8.17
79.00,40.00,565,8.12
79.00,42.00,567,8.10
79.00,44.00,578,7.94
79.00,46.00,572,8.02
79.00,48.00,575,7.98
79.00,50.00,562,8.17
79.00,52.00,537,8.55
79.00,54.00,496,9.25
79.00,56.00,451,10.18
79.00,58.00,432,10.63
79.00,60.00,325,14.12
79.00,62.00,229,20.04
79.00,64.00,222,20.68
79.00,66.00,223,20.58
79.00,68.00,225,20.40
79.00,70.00,226,20.31
79.00,72.00,229,20.04
79.00,74.00,231,19.87
79.00,76.00,230,19.96
79.00,78.00,232,19.78
79.00,80.00,233,19.70
79.00,82.00,236,19.45
79.00,84.00,236,19.45
79.00,86.00,250,18.36
79.00,88.00,268,17.13
79.00,90.00,275,16.69
79.00,92.00,283,16.22
79.00,94.00,282,16.28
79.00,96.00,280,16.39
79.00,98.00,281,16.33
79.00,100.00,264,17.39
79.00,102.00,266,17.26
79.00,104.00,257,17.86
79.00,106.00,232,19.78
79.00,108.00,216,21.25
79.00,110.00,216,21.25
79.00,112.00,208,22.07
79.00,114.00,210,21.86
79.00,116.00,215,21.35
79.00,118.00,214,21.45
79.00,120.00,224,20.49
79.00,122.00,214,21.45
79.00,124.00,216,21.25
79.00,126.00,218,21.06
79.00,128.00,220,20.86
79.00,130.00,210,21.86
79.00,132.00,222,20.68
79.00,134.00,235,19.53
79.00,136.00,241,19.05
79.00,138.00,238,19.29
79.00,140.00,264,17.39
79.00,142.00,395,11.62
79.00,144.00,443,10.36
79.00,146.00,462,9.94
79.00,148.00,471,9.75
79.00,150.00,454,10.11
79.00,152.00,445,10.31
79.00,154.00,436,10.53
79.00,156.00,465,9.87
79.00,158.00,419,10.95
79.00,160.00,397,11.56
79.00,162.00,361,12.71
79.00,164.00,308,14.90
79.00,166.00,313,14.66
79.00,168.00,298,15.40
79.00,170.00,300,15.30
79.00,172.00,299,15.35
79.00,174.00,300,15.30
79.00,176.00,310,14.81
79.00,178.00,322,14.25
81.00,0.00,374,12.27
81.00,2.00,221,20.77
81.00,4.00,236,19.45
81.00,6.00,557,8.24
81.00,8.00,260,17.65
81.00,10.00,272,16.87
81.00,12.00,413,11.11
81.00,14.00,461,9.96
81.00,16.00,476,9.64
81.00,18.00,489,9.39
81.00,20.00,501,9.16
81.00,22.00,536,8.56
81.00,24.00,526,8.73
81.00,26.00,532,8.63
81.00,28.00,543,8.45
81.00,30.00,548,8.38
81.00,32.00,572,8.02
81.00,34.00,557,8.24
81.00,36.00,563,8.15
81.00,38.00,569,8.07
81.00,40.00,564,8.14
81.00,42.00,570,8.05
81.00,44.00,580,7.91
81.00,46.00,575,7.98
81.00,48.00,571,8.04
81.00,50.00,561,8.18
81.00,52.00,531,8.64
81.00,54.00,481,9.54
81.00,56.00,454,10.11
81.00,58.00,435,10.55
81.00,60.00,307,14.95
81.00,62.00,226,20.31
81.00,64.00,224,20.49
81.00,66.00,220,20.86
81.00,68.00,226,20.31
81.00,70.00,230,19.96
81.00,72.00,228,20.13
81.00,74.00,229,20.04
81.00,76.00,232,19.78
81.00,78.00,234,19.62
81.00,80.00,235,19.53
81.00,82.00,233,19.70
81.00,84.00,265,17.32
81.00,86.00,364,12.61
81.00,88.00,392,11.71
81.00,90.00,399,11.50
81.00,92.00,393,11.68
81.00,94.00,364,12.61
81.00,96.00,294,15.61
81.00,98.00,284,16.16
81.00,100.00,263,17.45
81.00,102.00,267,17.19
81.00,104.00,266,17.26
81.00,106.00,244,18.81
81.00,108.00,217,21.15
81.00,110.00,218,21.06
81.00,112.00,211,21.75
81.00,114.00,210,21.86
81.00,116.00,214,21.45
81.00,118.00,214,21.45
81.00,120.00,215,21.35
81.00,122.00,217,21.15
81.00,124.00,223,20.58
81.00,126.00,219,20.96
81.00,128.00,222,20.68
81.00,130.00,199,23.07
81.00,132.00,219,20.96
81.00,134.00,236,19.45
81.00,136.00,242,18.97
81.00,138.00,241,19.05
81.00,140.00,255,18.00
81.00,142.00,359,12.79
81.00,144.00,442,10.38
81.00,146.00,451,10.18
81.00,148.00,455,10.09
81.00,150.00,455,10.09
81.00,152.00,448,10.25
81.00,154.00,437,10.50
81.00,156.00,430,10.67
81.00,158.00,420,10.93
81.00,160.00,409,11.22
81.00,162.00,362,12.68
81.00,164.00,318,14.43
81.00,166.00,302,15.20
81.00,168.00,294,15.61
81.00,170.00,328,13.99
81.00,172.00,299,15.35
81.00,174.00,298,15.40
81.00,176.00,299,15.35
81.00,178.00,310,14.81
83.00,0.00,385,11.92
83.00,2.00,271,16.94
83.00,4.00,258,17.79
83.00,6.00,573,8.01
83.00,8.00,268,17.13
83.00,10.00,291,15.77
83.00,12.00,441,10.41
83.00,14.00,469,9.79
83.00,16.00,480,9.56
83.00,18.00,490,9.37
83.00,20.00,514,8.93
83.00,22.00,522,8.79
83.00,24.00,529,8.68
83.00,26.00,541,8.48
83.00,28.00,543,8.45
83.00,30.00,549,8.36
83.00,32.00,566,8.11
83.00,34.00,567,8.10
83.00,36.00,563,8.15
83.00,38.00,570,8.05
83.00,40.00,572,8.02
83.00,42.00,574,8.00
83.00,44.00,591,7.77
83.00,46.00,603,7.61
83.00,48.00,578,7.94
83.00,50.00,561,8.18
83.00,52.00,527,8.71
83.00,54.00,443,10.36
83.00,56.00,404,11.36
83.00,58.00,420,10.93
83.00,60.00,327,14.04
83.00,62.00,231,19.87
83.00,64.00,224,20.49
83.00,66.00,227,20.22
83.00,68.00,230,19.96
83.00,70.00,232,19.78
83.00,72.00,230,19.96
83.00,74.00,236,19.45
83.00,76.00,237,19.37
83.00,78.00,236,19.45
83.00,80.00,240,19.12
83.00,82.00,244,18.81
83.00,84.00,353,13.00
83.00,86.00,425,10.80
83.00,88.00,420,10.93
83.00,90.00,424,10.83
83.00,92.00,421,10.90
83.00,94.00,421,10.90
83.00,96.00,352,13.04
83.00,98.00,310,14.81
83.00,100.00,295,15.56
83.00,102.00,301,15.25
83.00,104.00,302,15.20
83.00,106.00,285,16.11
83.00,108.00,266,17.26
83.00,110.00,274,16.75
83.00,112.00,271,16.94
83.00,114.00,269,17.06
83.00,116.00,271,16.94
83.00,118.00,274,16.75
83.00,120.00,273,16.81
83.00,122.00,284,16.16
83.00,124.00,283,16.22
83.00,126.00,289,15.88
83.00,128.00,267,17.19
83.00,130.00,206,22.28
83.00,132.00,223,20.58
83.00,134.00,239,19.21
83.00,136.00,243,18.89
83.00,138.00,249,18.43
83.00,140.00,258,17.79
83.00,142.00,326,14.08
83.00,144.00,446,10.29
83.00,146.00,468,9.81
83.00,148.00,470,9.77
83.00,150.00,455,10.09
83.00,152.00,450,10.20
83.00,154.00,447,10.27
83.00,156.00,450,10.20
83.00,158.00,428,10.72
83.00,160.00,406,11.31
83.00,162.00,366,12.54
83.00,164.00,352,13.04
83.00,166.00,328,13.99
83.00,168.00,300,15.30
83.00,170.00,311,14.76
83.00,172.00,298,15.40
83.00,174.00,313,14.66
83.00,176.00,319,14.39
83.00,178.00,326,14.08
85.00,0.00,399,11.50
85.00,2.00,458,10.02
85.00,4.00,281,16.33
85.00,6.00,560,8.20
85.00,8.00,264,17.39
85.00,10.00,317,14.48
85.00,12.00,453,10.13
85.00,14.00,469,9.79
85.00,16.00,473,9.70
85.00,18.00,491,9.35
85.00,20.00,508,9.04
85.00,22.00,521,8.81
85.00,24.00,531,8.64
85.00,26.00,538,8.53
85.00,28.00,546,8.41
85.00,30.00,557,8.24
85.00,32.00,575,7.98
85.00,34.00,567,8.10
85.00,36.00,571,8.04
85.00,38.00,573,8.01
85.00,40.00,572,8.02
85.00,42.00,574,8.00
85.00,44.00,580,7.91
85.00,46.00,583,7.87
85.00,48.00,579,7.93
85.00,50.00,564,8.14
85.00,52.00,527,8.71
85.00,54.00,435,10.55
85.00,56.00,423,10.85
85.00,58.00,436,10.53
85.00,60.00,341,13.46
85.00,62.00,232,19.78
85.00,64.00,226,20.31
85.00,66.00,228,20.13
85.00,68.00,233,19.70
85.00,70.00,231,19.87
85.00,72.00,239,19.21
85.00,74.00,255,18.00
85.00,76.00,319,14.39
85.00,78.00,333,13.78
85.00,80.00,330,13.91
85.00,82.00,360,12.75
85.00,84.00,397,11.56
85.00,86.00,436,10.53
85.00,88.00,427,10.75
85.00,90.00,422,10.88
85.00,92.00,422,10.88
85.00,94.00,422,10.88
85.00,96.00,421,10.90
85.00,98.00,413,11.11
85.00,100.00,403,11.39
85.00,102.00,430,10.67
85.00,104.00,438,10.48
85.00,106.00,467,9.83
85.00,108.00,461,9.96
85.00,110.00,463,9.91
85.00,112.00,454,10.11
85.00,114.00,450,10.20
85.00,116.00,449,10.22
85.00,118.00,442,10.38
85.00,120.00,430,10.67
85.00,122.00,431,10.65
85.00,124.00,453,10.13
85.00,126.00,419,10.95
85.00,128.00,353,13.00
85.00,130.00,225,20.40
85.00,132.00,231,19.87
85.00,134.00,235,19.53
85.00,136.00,243,18.89
85.00,138.00,244,18.81
85.00,140.00,253,18.14
85.00,142.00,305,15.05
85.00,144.00,450,10.20
85.00,146.00,449,10.22
85.00,148.00,458,10.02
85.00,150.00,455,10.09
85.00,152.00,456,10.07
85.00,154.00,442,10.38
85.00,156.00,438,10.48
85.00,158.00,427,10.75
85.00,160.00,433,10.60
85.00,162.00,368,12.47
85.00,164.00,336,13.66
85.00,166.00,300,15.30
85.00,168.00,300,15.30
85.00,170.00,326,14.08
85.00,172.00,300,15.30
85.00,174.00,302,15.20
85.00,176.00,300,15.30
85.00,178.00,331,13.87
87.00,0.00,387,11.86
87.00,2.00,467,9.83
87.00,4.00,306,15.00
87.00,6.00,567,8.10
87.00,8.00,268,17.13
87.00,10.00,363,12.64
87.00,12.00,452,10.15
